revised   word
gazette iazeite
Humber humber
I 1
lesson besson
eternal epernay
Beaune beaune
rheumatic itheumatic
stomach dtomaeh
heartburn hoartburn
pale paileh
rents rentos
est 1st
with 28th
Barnes barnes
Grimsby grimsby
est 1st
a 4
Asquith asquith
with 24th
est 1st
Asquith asquiths
jubilant jublilant
and 2nd
Ivor ivor
and 2nd
and 2nd
rd 3rd
Simons simons
McKenna mckenna
rd 3rd
a 9
th 4th
Beresford bcresford
Kenna kenna
rd 3rd
rd 3rd
Sladen sladen
and 2nd
th 4th
th 5th
th 4th
of 10
Somaliland somaliland
Winston winston
manning mannings
Somaliland somaliland
matters latters
th 5th
th 5th
th 1th
Balfour balfour
a 8
ptui ttui
th 5th
tally tmally
TDE tde
nonunionists non-unionists
etc 9tc
rot rotv
I 1
Kilmarnock kilmarnock
Asquith asquith
majesty majestys
Biarritz biarritz
th 6th
with 24th
of 13
minimum minumum
th 6th
a 6
of 59
i 5i
of 21
th 7th
I 1
Isaacs isaacs
thomas thdmas
time tiie
Brigham bigham
workmen woskmen
after aftey
Selkirk selkirk
two twu
of 11
of 20
Pemba pemba
Pemba pemba
th 5th
est 1st
th 5th
th 7th
of 10
of 14
a 0
of 10
of 13
a 6
of 10
of 13
a 0
of 11
a 4
a 0
a 4
a 6
of 11
a 6
a 6
a 9
I 1
a 0
of 11
a 2
a 0
of 11
of 12
a 6
a 2
of 13
a 0
a 2
of 12
Pemba pemba
a 3
a 5
a 4
of 12
a 3
a 4
a 5
a 6
I 1
a 2
swinery swinerd
with 14th
is ris
swinery swinerd
th 8th
Jodl jvdl
who wfo
ff ffl
wull wuml
we wte
ich iwh
quanti quadti
did dld
full ffdl
hull huql
utah uwuh
hot hlt
HLL hll
of 33
a 7
SSI ssui
mist misl
MTA mta
Idhi hdhi
sums suts
swinery swinerd
col ctl
chi 2hi
lo l4jo
Pemba pemba
I 1
muslim muselim
mahomet mahomed
dine dini
chase chake
chase chake
Pemba pemba
with 30th
of 10
safer jafer
Merari merali
a 8
muslim muselim
mahomet mahomed
Hathorne haythorne
th 5th
six sih
NIH nih
list ilst
semi stmi
ff fh
of 40
a 5
both hbsth
with wth
tlo rtlo
chi 30hi
Hathorne haythorne
a 2
lookout look-out
a 3
prewarned arewarned
si jsji
j j4
to t1
Ij ij
of 40
of 31
jar jfr
i 4i
ll ljl
tji jtji
Hathorne haythorne
I 1
majesty majestys
Sions sions
a 2
a 4
allot allot-
a 3
lookout look-out
abovementioned above-mentioned
a 4
me mue
a 4
abb aybb
Hassam hassam
furison murison
BTh 2bth
rd 3rd
a 4
I 1
recces necces
say sary
a 5
ton tion
rally ralty
a 6
tut tuk
a 7
Clyde clyde
Falmouth falmouth
Harwich harwich
ever eiver
Mersey mersey
Milford milford
Newhaven newhaven
Portsmouth portsmouth
Queenstown queenstown
sheerness sheeruess
Alderney alderney
a 8
Jl jl
of 53
british britisn
a 2
of 10
a 2
ton tion
a 2
section 3section
of 54
I 1
tons tions
of 47
of 48
sweden swedan
cognizable acognizabje
anteroom any-room
a 4
a 8
intended inended
a 7
researches tasearches
a 8
a 8
opinion bpinioh
misreading bisreading
a 4
elicit ilicit
hq yhq
magistrates gistrates
IAS ias
a 8
a 8
a 4
a 7
a 2
tons tions
a 2
a 7
of 24
a 8
tinding tindiug
regard ipregard
furison murison
word 23rd
harm hybrm
to t6
Mahon maho
Fremantle fremantle
Durban durban
Simons simons
Townsville townsville
Wollongong wollongong
Lyttleton lyttelton
Otago otago
est 1st
it 3t
a 4
I 1
the thp
rates trates
ho hlo
of 15
sweden swedan
sweden swedan
Wilsons wilsons
a 7
Wilsons wilsons
sweden swedan
subject subjectto
DCMU dccu
beennut beenbut
very very1
little jittle
ICJ ijj
with 14th
rd 3rd
Mlindi malindi
Multani mulani
mandi manji
deray deraj
baloo bhaloo
Salli yalli
cannot cafinot
baloo bhaloo
Valli valli
living livirig
syria suria
seller sellor
mahomet mahomed
wont womt
cannot crinnot
I 1
Multani mulani
mandi manji
deray deraj
wishing ishving
mahomet mahomed
of 01
give aive
mahomet mahomed
premy premu
mahomet mahomed
KE ke
too ooo
jet jtt
not uot
a 5
mahomet mahomed
th 5th
that thau
mortar mortcr
editors ditors
granddaughter grand-daughter
syria suria
mind jind
Husein huseins
Rashid raschid
of 29
of 85
kora koja
Mahommedan mahomedan
with wjtb
mahomet mahomed
a 8
Mayne mayne
th 6th
a 3
wake wakj
mahomet mahomed
Mahommedan mahomedan
Mahommedan mahomedan
expression expressiori
of 10
mullock mullick
a 6
mahomet mahomed
Roy roy
poorga doorga
perished pershad
of 14
of 22
a 2
a 7
Narayan narayani
of 21
Srinivasa srinivasa
of 12
medals mudali
mammal ammal
I 1
accordingly cordingly
boer koer
a 6
of 11
Srinivasa srinivasa
a 6
order orde
a 5
I 1
of 13
of 41
of 13
mahomet mahomed
hood hooda
debye debya
Peary peary
Sayal sanyal
of 24
Narayan narayani
Mahommedan mahomedan
Mahommedan mahomedan
Mahommedan mahomedan
Mahommedan mahomedan
gular gulam
Abdul abdul
gaur gafur
of 13
frame framji
gazette gazeoth
a 8
saw sfw
its itst
Td td
IU iu
th jh
lust luust
expressed asexpressed
I 1
UIC uic
akin anin
means meamnp
SSS sss3
them tnem
I 1
deal tdeal
Toni toni
RSR srsr
MASM mjsm
go g1o6
my mz
louise oouisv
and nnd
shor bshor
the cthe
tends tenns
mahomet mahomed
advise dvise
desert deseri
apps appis
section isection
of 82
Mayne mayne
ODI oji
Tagore tagore
a 9
of 13
by b95
STTOS isttos
furthers furtherbs
profits nrolits
jar jpr
therefore theretoro
mahomet mahomed
EDTA e0ta
mahomet mahomed
Waki waki
I 1
therefore therelore
devise devisi
mahomet mahomed
the ihe
first tirst
Behar bekhar
LRU lruz
of 19
oil 2il
bandy gandy
Damodar damodar
thunder thuker
of 14
by b60
of 20
a 7
badly bably
a 2
Kelci kelcsi
case cas0
a 0
Witha witha
Jon jon
TFS tfs
I 1
owners ownerof
prostate proestate
lawn 0lawnt
ownership ownelship
I 1
JV jvq
prows pro-s
debt ebt
says savs
the ihe
arms ahrrs
OTBS otbs
a 2
against igainst
hani hnni
in ih
of 11
transfer ransfer
I 1
wire wiicre
acquired icquired
Nena nenda
Tagore tagore
Tagore tajore
of 22
did d77
Peary peary
of 24
Leslie leblde
mahomet mahomed
residences residenceis
Peary peary
of 24
bob b5b
mahomet mahomed
outcome 1uitcome
I 1
interest interestm
mahomet mahomed
death deatli
sukur snukur
a 8
a 3
a 5
Squali suali
estates estateis
Lacefield lancefield
of 10
exor exors
th 9th
with 28th
furison murison
local itocal
crawley ceawley
pernea purnea
and 2nd
Sherard sherard
Osborn osborn
Barnes baenes
base basa
pernea purnea
with 30th
gambo ngambo
sambas sbambas
est 1st
pernea purnea
from fbom
sale saleh
degree dewjee
caffer jaffer
Souza dsouza
Siking sikina
Fatma fatma
miss misso
of 11
and 2nd
a 2
I 1
I 1
lascars lascari
a 2
Hurston hurlston
a 3
Wiggins wiggins
a 3
Phillip phillip
a 3
Johnston johnston
a 4
Baughman baughan
a 2
a 5
a 5
furison murison
a 6
a 6
lady ladys
of 75
bhaji bhanji
a 6
Jethra jetha
Vally vally
multi mulji
with 15th
with 15th
with 28th
so suo
u 5u
thaler thaker
multi mulji
desk dlsk
AQL aqtl
VLDL vlml
fist ffist
YTD ytd
ivy ivu
Tiffi uiffi
ally alfly
a 5
a 5
lo ulo
Ruhl tuhl
such suflch
MLO mlo
til qtfl
kirri irri
hair htijr
Rifi riui
hircin hirci
surahi sirahi
Ruhl rlhl
of 71
aunt anut
y yw
or 4r
g qg
IFLWU iflru
naric narii
hei h4i
genii gffii
scrit srcit
IU iu
hired hirmdl
sorrel slrael
lo ulo
ihi ihhi
rou rlu
Filosa rilosa
hails ahails
sour wsiour
lo ulo
RHC rhl
a 8
of 10
est 1st
with 15th
deal doal
with 13th
Mbaya mbasa
plunder pbunder
Mbaya mbasa
isn bisn
pernea purnea
th 7th
bar zbar
baraka barawa
Pemba pemba
a 7
dongon dongom
moan mkoani
pages pkges
animals animils1
of 23
a 5
is 6s
Kismayu kismayu
th 9th
Mbaya mbasa
a 2
of 16
of 13
a 2
of 57
of 69
I 1
a 3
of 29
of 26
of 14
of 35
of 28
of 26
deal doal
with 14th
Kismayu kimayu
slam dsalam
Lindi lindi
mani mdani
ubique mbique
childe chinde
Quelimane ruelimane
Albay albay
burg hburg
pages pkges
of 90
of 11
of 50
of 20
and 2nd
with 15th
Mbaya mbasa
Majunga majunga
Tamatave tamatave
possible nossibe
pkgs pkgos
a 6
ovum rovuma
and 2nd
slam dsalam
bar zbar
Pemba pemba
th 4th
deal doal
th 8th
Lindi lindi
wet weti
slam dsalam
kiswa kilwa
Lindi lindi
mani mdani
of 45
of 50
of 11
IIL uiil
castle castie
base basa
with 14th
moan mkoani
wet weti
bar zbar
baraka barawa
Pemba pemba
with 14th
of 28
of 16
of 32
of 11
of 18
of 16
of 31
of 11
pernea purnea
Koenig koenig
deal doal
bianco bisnco
deal doal
of 28
pernea purnea
of 14
deal doal
deal doal
bianco bisnco
deal doal
of 13
of 27
a 3
a 4
of 15
president praesident
deal doal
of 19
of 29
of 25
a 4
Zanzibari zanzibars
th 5th
ZBR zbnr
ivory ivury
of 70
of 29
or 7r
of 44
of 64
of 79
of 64
of 95
of 49
of 29
of 22
I 1
a 6
a 8
a 2
of 20
of 31
of 13
of 12
of 32
a 9
of 12
of 10
of 25
of 11
of 29
of 13
is 9s9
of 17
th 5th
swinery swinerd
customs ustoms
Pemba pemba
cocoanuts coeoanuts
Sanderson sanderson
a 8
friday triday
a 8
I 1
a 2
a 3
a 4
a 5
a 6
a 7
of 24
of 24
a 7
a 9
a 4
a 2
a 7
a 2
a 8
a 0
a 8
a 2
a 9
a 8
cap iap
of 11
with 28th
eery eeby
EOE eoe
th 7th
march maech
city lity
kiswa kilwa
Sherard sherard
Osborn osborn
Herzog herzog
haiari haidari
ovum kovuma
baraka barawa
Wilhelm wilhelm
Herzog herzog
McLean mclean
hold holdt
fish fysh
pressing prussing
Bremer bremer
gauze gauhe
blame bliamet
of 55
of 07
zanzibar zanziba
bar zbar
a 8
bar zbar
bar zbar
DCP dcp
Pemba pemba
Durban durban
slam dsalam
Pemba pemba
slam dsalam
a 3
of 11
a 4
a 5
a 6
Pemba pemba
slam salam
Durban durban
of 76
of 22
a 2
of 26
of 28
a 4
of 14
a 8
of 12
of 48
of 10
a 0
a 3
of 52
a 4
of 31
a 5
of 11
a 5
of 49
a 9
of 10
of 11
of 12
of 14
of 31
of 40
of 30
a 4
of 12
a 4
of 51
a 5
of 30
a 0
of 10
BAEd baedo
Brooke brooke
Brooke brooke
Oswald oswald
mocambique mogambique
th 9th
th 6th
th 4th
of 17
with 14th
with 12th
Clintock clinock
hope chope
must 31st
bandy gandy
with 28th
Kendall kendall
with 26th
warmer walmer
Lobito lobito
Teneriffe teneriffe
Palmas palmas
of 10
return eeturn
of 12
pernea purnea
pernea purnea
with 30th
Berbera berbera
th 5th
Dardistan bardistan
with 19th
with 19th
above abeive
zanzibar zanzibab
zanzibar zanzibae
of 14
of 11
of 11
a 8
a 6
a 3
I 1
of 29
of 26
of 23
of 21
of 18
of 16
a 6
a 2
a 2
of 30
of 27
a 6
of 27
of 24
of 22
of 19
of 16
a 6
of 12
a 9
a 7
a 4
a 4
a 7
a 7
a 4
a 6
a 6
a 8
a 8
a 8
a 8
a 5
a 5
of 10
of 15
of 15
of 12
a 2
of 31
of 28
of 26
of 23
of 20
of 17
of 14
of 12
a 9
a 3
I 1
of 29
of 27
of 24
of 21
of 18
of 15
of 13
of 10
a 3
I 1
of 29
of 27
of 24
of 21
of 18
of 15
of 13
of 10
of 10
a 8
a 6
a 3
of 31
of 28
of 25
of 22
of 20
of 17
of 25
of 25
of 22
of 22
of 19
of 17
of 14
of 11
a 9
a 4
a 2
of 30
of 27
est 1st
and 2nd
reception receptiop
a 8
maritime marit1m
with 27th
rhe rphe
with 28th
Mayotte mayotte
transhipment transhipmen
Othe otlhe
Havre havre
Durban durban
Majunga majunga
namely namela
Tulear tulear
Durban durban
with 12th
single singlq
genoa gienoa
Alexandr alexand
navigation navigazione
italian italiana
Comoro comoro
Majunga majunga
in inb
am 3m
fellow fellowmg
est 1st
and 2nd
with 25th
Comoro comoro
Moroni moroni
mohels mohely
Mayotte mayotte
Majunga majunga
about aboyq
away aw11
will wrll
from jrom
Durban durban
VM vm
for eor
cargo caego
Somni somji
published publisehd
a 4
nazi mnazi
myoma mmoja
are arc
must 31st
of 50
KD ukd
a 9
of 75
a 0
of 37
a 0
of 75
I 1
of 50
a 0
of 25
of 14
a 8
eyes jeyes
ISS jss
the ihe
royal eoyal
stable stablee
Zanzibari zanzibar1
base basu
Talati talati
iron iroii
air aiiri
base basa
plea rlea
Perrins perrins
a 5
of 18
a 4
I 1
only tnlh
fit fniit
learned lyatned
highness highhess
sayyid seyyid
hamous hamoud
tortoiseshell tortoise-shell
and ami
bone ebone
main imaiu
Galle galle
branch brinch
I 1
made miade
unstock instock
a 6
Chatham chatham
I 1
AMD amd
Wilkinson wilkinsons
email emeiv
Wii wcii
vacuum vncuum
trial ttial
all tll
lull mluvl
may uay
of 70
Wilkinson wilkinsons
the ths
hq hqf
evidence evidencs
Lanett laneft
poured yourred
ta bta
Wilkinson wilkinsons
cleanse clcansoe
local bloctl
war iar
shaft ehaft
blood blood11
a 8
Humber humber
lesson besson
eternal epernay
Beaune beaune
inside insmce
rheumatic kheumatic
stomach dtomach
heartburn hoartburn
were wfje
fiest ffiest
drink wrink
ll llu
a 8
of 17
Abiu agiu
Nunu njnu
a 3
noncorrosive non-corrosive
bedstead boustead
correspondence cokrespondence
that thati
QF qf
guarantee guaranted
Colman colmans
I 1
I 1
item itee
kaoline ka-line
europe europcj
Afrika afrika
Koenig koenig
with 24th
th 4th
th hth
a 5
with 13th
a 3
rd 3rd
a 3
Koenig koenig
with 15th
a 8
a 8
Koenig koenig
a 8
president praesident
a 8
a 8
a 8
a 8
a 8
Gertrud gertrud
with 19th
of 29
of 11
a 8
with 10th
must 31st
did 3id
must 21st
president praesident
Kancler kanzler
with 25th
th 4th
with 26th
with 30th
with 16th
lgth igth
SJ sj
a 3
Delgado dalgado
Lloyd lloyds
Pemba pemba
martyr myrthyr
alexander ofalexander
Ferguson fergusson
McCallum mccallums
Jas jas
Jas jas
full ofbull
th 8th
th 7th
Biarritz biarritz
th 7th
of 48
th 8th
of 58
of 15
th 9th
th 8th
Ilkeston ilkeston
Haldane haldane
flow fiow
th 8th
ex 1xj
of 71
prolonged prolonged0
to sto
Reichstag reichstag
sock soc4
th 5th
Lupita lupitz
th 9th
Ve v1
Lloyd lloyd
owing owin0
of 28
mi mfi
with 10th
th 9th
of 10
dominions cominons
moved movecl
women oomen
Haldane haldane
th 9th
neck nece
city sity
Redmond redmond
MGH mgh
with 10th
navy navv
and wnd
of 11
ull uul
nth nnh
