revised   word
of 12
of 25
sd sd50
villain vallain
mamba mkamba
indolent inolent
I 1
individual indiyidual
I 1
a 4
Constantino konstantino
Tino tino
with 24th
are arc
loss lous
must 21st
edge ndge
and 22nd
ruelle ruehle
est 1st
Vibram visram
Ibrahim ebrahim
company companys
MacDermot macdermott
with 11th
th 8th
muleman suleman
affect affent
jet jkt
ll 5l
jim jjim
SPDL swdl
col ctl
did diydl
i 5i
flea flha
high hh1h
Cohl clhl
I 1
which hich
Shull shull
lid liyd
which hich
hill hilhhl
hinder hindwh
tch tmch
EI ei
DTh dlh
DTh dlh
not n41
DRD rdrd
held helhhd
RL rl
hcl hhl
HIH hih
hili hijli
slate slltel
all sll
Norwood forwood
cider cyder
Norwood forwood
I 1
obtained jobtaixed
Souza souza
Junr junr
nbe nb2
a 4
Ian ian
Munro mnnro
Souza souza
Junr junr
a 3
action actien
noting nolting
Norwood forwood
dandy dlndl
of 11
mv mvq
lisu iisu
hcl hhl
Tia tia
sixth siithi
NIMH oimh
hiding hiini
CRI hcri
shall slhahl
Ruthi rthi
ISI isi
shi sshi
Ahl ahl
his hil
judith juitht
ahh 5hh
Hal hal
eila eilh
at atl
th yh
hulu hllu
happy hdpny
foh fhh
HH hh
hei h5i
shahi sphahi
chi hhi
till tlil
hcl hhl
all alhhl
Sahel sahfl
heh hph
Ahl ahl
oils oflsu
Mihail mihal
RTU rtu
rich rtch
hajj hijj
DHL dhl
hill hlcil
haul dhaulh
ch hch
DCH dch
DHL dhl
stew stlwi
hld hlda
DHL dhl
divide dihidl
litui itui
have hiavu
Hawi ahwi
hill hdlhl
six sih
dull dhldl
HRI hrij
hdlc hdlh
his hls
his hii
such slchd
had ihadl
HH hh
hill hiul
hia hia3
DHL dhl
DHL dhl
ll lla
lui hlhui
DLA dla3
zanza zanzj
satd aatd
no 2no
of 58
Sth sth
th 8th
twain thwain
a 8
th 5th
kennell rennell
majesty majestys
their tbeir
reguli regui
early larly
askaris iskaris
I 1
Mlindi melindi
rioting riotins
Alis alis
blanche sblanche
Grenfell grenfell
kennell rennell
nor nior
bluejackets blue-jackets
found foiuid
ran ral
Mathews mathews
pittance mittance
approaching approaching-
beheld beaeli
their tbeir
Mathews mathews
Khalid khalid
affairs afiairs
Khalid khalid
Grenfell grenfell
Khalid khalid
treasure treasur
twain thwain
diplomatic plomatic
Lloyd lloyd
Mathews mathews
Lindley lindley
twain thwain
of 11
rbr rvr
sounding soundinga
remaining remainingon
about aboul
bingle biigle
I 1
at at1
Mlindi melindi
armed arnred
hints xints
I 1
askaris tskaris
charlesworth oharlesworth
I 1
of 10
Pennell pennell
odd kodd
Mathews mathews
Lindley lindley
ohms ofhms
tiara tiaruza
troops troojts
Khalid khalid
ton tion
sayyid suyyid
hamous hamoud
haired haiued
twain thwain
Pennell pennell
pond podd
temperate tecterate
OTV otiv
Ivor ivor
Pemba pemba
gau mgau
beader benader
Ali ali
gowany gomany
gau mgau
Ali ali
Ali ali
Alis alis
Ali ali
trying trving
th 8th
Alis alis
Ali ali
imaum emaum
of 38
of 40
Burgash burgash
twain thwain
twain thwain
lectorate tectorate
th 8th
RTL rtl
th 2h
JHS jhls
its 4ts
Yuji yusji
king ninsg
HIH hih
siti sirti
ilii iliil
soss shss
sht 2ht
a 4
CTT ctt
chi hhi
lit lti
SCA scj
om omw
Sudani sudani
esu wsu
I 1
of 64
his hijs
self s3l4
Riis 5iis
sisi siysi
is is3
a 4
slim sllm
I 1
mud mudi
ta kta
cure 6curi
arui jrui
Cita 5ita
PITI 5iui
dirty irty
art urt
wili wfli
shall shmkl
a 6
risk rtwsk
TASI tlsi
IIL uiil
of 44
VLDL 5ldl
ill ihldl
sad svd
efl 4fl
VDI ovdi
ship siip
mortal murtwl
DDI ddi
hurt hhrt
ha hra
heh hvhi
DLL dll
dad dadi
ll lsl
SMDI smmdi
lwl lwld
batful bftful
says smysu
su svu
UIMS uimsi
IP ip
lift iiuft
fold dftld
Eudo eudl
shall shldl
left 6cft
RTU rtu
hurt hdrtu
piu piud
who whi
sheds shlds
LTL hltl
infl i4fl
ilot ilrt
lip rtlip
Dodi dldi
hdl 4dl
day djjy
id ipd
up 4p
hdl 4dl
TDI rtdi
SLP 4slp
intl irtl
of 44
of 41
SDV sdv4
art 4rt
Udi udl
Dodi dldi
his h4s
DDA dd4
of 64
of 64
of 44
Haldi haldi
ilii 4lii4
TDI rtdi
did dild
did d4ii
dried drtld
CFL cfl
did dij
dull dsll
villa vcll4
Ahl ahl
ilii ilsi
ill irll
his hls
Lil lil
side sidl
up 6p
VLDL dldl
added a4dld
of 41
dislip disip
a 3
DLL dll
BLDS dlds
hld hldl
pals pdls
a 3
is 3s
of 34
DFS dfs
of 41
TDL rtdl
in ih
sell sdlhl
dirty dlrtd
had hadl
roll rtll
Lil lil
hdl 6dl
diam diaa
slip sliii
ll 5l
start rtdrt
of 44
idol 4d4l
Dodi d4di
six sii
of 44
and a4d
Alulim dlulim
did dii
sal s4l
sill silul
DLL dll
DDD dddl
KDT 6dt
a 3
sal s4l
DDD dddl
help hlp
hdl 6dl
of 44
late 4latl
a 4
lid ilid
of 64
LLP llp4
del d4l
you 41u
DH dh
of 44
sill si4l
shall sdlall
IP ip
a 3
DLL dll
of 44
DH dh
part prt
owl dwl
of 43
delft d4lft
old 4ld
a 3
assert asdlrt
RTL hrtl
hdl h4l
Lal 3lal
shirt sfirtl
old 4ldw
of 44
I 1
ILP 4lp
hydra hldla
gal gdl
dub dlb
RTL 6rtl
of 41
TDL rtdl
dull ddllj
a 4
did eid
caps c4psp
IDL 4idl
hdl 6dl
dull d44l
DDI ddi
unta u4ta
Jodl jdl
ass 4ssl
a 3
I 1
DLP dlp
all 4ll
of 61
of 11
did dld
is 4s
VLDL 4ldl
MLO mlo
of 44
I 1
DLL dll
do d4
up 6p
I 1
a 4
of 54
ai 4ai
all lll5
sad sdad
TDL rtdl
DDL ddl
DCH dch
dry drl
sad sdad
old 6ld
daps dwps
dkl dk4l
pal 3al
hdl 6dl
of 44
redip rtdip
RTSL rtsll
rich iic4
DDD dddl
modi mtdi
ai 4ai
he h14
Ilam ilaa
did idid
heii hsii
ai 3ai
RTL 6rtl
of 44
via 5ia
do d3
flap lfltp
red rtd4
dat d5t
of 41
Ali 4li
of 44
soldi s4ldi
old 4ldb
addr 6ddr
cruel 4rufl
jail jsil
in i54
rti rtij
rail radl
a 3a
TDL rtdl
fly fli
I 1
ill il3l
a 4
act 4ct
jill jifl
iddhi didhi
efl iefl
of 14
ilii iliip
six sii
slip sli
simi 3simi
six sii
rid rd4i
rtlt rtld
of 44
sil 3sil
six sii
ill ilfl
RTL 6rtl
rti rt4i
six sii
carts clrt4
all adl
part 44rt
of 14
a 4
ll 5l
devil ddiil
RTL 6rtl
mei 3ei
s s4
a 3
DHL 6hl
DLP dlp
pad padl
SDA sda4
dull udl4
LTL 5ltl
sil 3sil
TDL ctdl
DTP dtp
all 4ll
i 4i
DLA dl4
of 14
TTL sttl
a 3
a 5
do d3
zip z4p
dull d4l4
DHL dhl
was w5s
IP ip
chi 4hi
i 4i
did dih
dia d4ia
aside a6idei
of 41
of 44
flail 5la4l
am 4m
TDL rtdl
DTP dtp
DH dh
DDR ddh
ilii i4ldi
hld hldl
of 44
SDA sda4
of 44
DPA dp4
diddly diddld
six sii
slur sluh
dull d54l
DLC dlc4
RTL 6rtl
hdl wdl
Sia s4ia
old ild
had hada
DLP dlp
ill i4hl
allay 4lla4
ll 6l
sipid siiid
pal 4p4l
a 4
HH hh
LBL dlbl
of 11
HH hh
ilium il5u4
a 3
DHL 6hl
TDL rtdl
ll 6l
RTL 6rtl
of 44
ill il54
DH dh
VLDL 4ldl
sir sira
his hio
TDI rtdi
hei hdei
of 41
du dlu
had hdad
TDL rtdl
a 4
SDA sda4
of 44
dull d44l
when 4h4n
of 41
soak sdak
id i44d
a 3
data d54a
of 64
a 3
of 61
RTL 6rtl
of 44
dirt dprt
pull pldll
flail 4liil
SRTS srtl
RTL 6rtl
DLL dll
ll 6l
did d44
ho hlo
lady ladl
hdl hd4l
lip 5lpi
a 4
old 4ldi
RTL 6rtl
a 3
plan plal
DDL ddl
DH dh
scars sc41s
a 6
a 3
dull dlll
NDDL 6ddl
coli 65li
TDL rtdl
tiding tidin
IP ip
lull 4ldll
all 4ll
slip slih
Didi diddi
dil 3dil
ill ilfl
sal s4l
DLL dll
a 4
a 4
ls 4ls
SPNI sp4i
dreidl dieidl
left llrt
dull d44l
Dli dli
IDL idl
rti 6rti
of 41
ILP 4lp
DTI dti
of 44
d 4d
soldi s4ldi
a 4
ends 54ds
TDL rtdl
and a4d
hila hil4a
of 51
sil 3sil
hush hlslh
all 4ll
RTL 6rtl
hdl wdl
PDI pdi
of 44
it ift
pill pidlgl
TDL rtdl
alisp aiisp
ll 5l
VLDL 4ldl
died dietd
of 44
app adpp
DDI ddi
did dij
a 3
stout stsuft
hide hidi
RTL 6rtl
del d4l
old 4ld
hld hlj
DLL dl4l
DHL 6hl
let lrt4
th 44h
of 11
flail 4l4il
RTL 6rtl
of 44
a 3
a 3
ilii isii
DH dh
a 4
the 6h1
TDI rtdi
I 1
ll llh
dirty dlrtl
RTL 6rtl
del d4l
is 3s
asia aiia
of 44
ftp 4tp
pedal pld4l
dat d4t
it i4t
sofa soza
hdl 3dl
dot dlt
a 6
RTL 6rtl
DDI ddil
all ailhl
TDL rtdl
etc etl
Tilsit dilsit
d 4d
of 14
old 4ldi
of 44
told t4ldl
dreidl dieidl
a 40a
RTL 6rtl
HDD hdd
of 44
of 34
of 54
of 44
let lrt
hdl 6dl
and 65d
of 44
bluff 4lufl
let lrt
radium rtdim
hdl 6dl
RTT 6rtt
pull pldll
del d4l
Jodl jdl
of 14
day da4
HDD hdd
CLDN cldl
sicca si4cia
of 44
SLP slp
doz hdoz
dull d44l
a 4
a 4
dry drt
he h54
a 6
di zdi
ftp rtp
six sii
thus thul
Ali 4li
and 65d
TDI rtdi
heh hdh
STL stlj
a 6
of 41
di 5di
DLL dll
of 41
Lil 4lil
la 6la
of 11
DDL ddl4
VLDL 4ldl
DHL 6hl
of 44
TDL rtdl
dull d44ll
SDL sdl
HLL hlhl
of 44
dept depu
the 6h1
a 3
ho hlo
of 14
TDL rtdl
ill idlhl
he h54
DHL dhhl
del d4l
pedal p4d4l
art 4rt
up u4
the 6h1
will 4i4l
of 14
RL rl
of 44
slow sl54
help hlp
of 41
ll 3l
DHL 6hl
hdl h4l
DLA dlj
of 35
DHL 4dhl
a 6
til tfl
Beri b54i
a 3
d 4d
SRTS srtl
you 65u
in i4
ha hwa
iii iiei
a 6a
deia hdeia
idea hidoa
HH hh
will ei4l
dpt dp4t
Lil lihl
dart doart
DHL 6hl
of 14
DTL dtl
RTL 6rtl
TDL rtdl
RTL 6rtl
of 44
ilth ilthl
chi 4hi
sil 3sil
hdl hd4
RTL 6rtl
a 4
a 4
ii 65ii
six sii
hdl hdhl
soil 54il
did di0
mei 3ei
VLDL 4ldl
lui l4i
d 4d
hei hdei
dew deow
hill hrtll
d 3d
DHL 4dhl
SDL sd4l
of 44
sat srt
also slsoa
flail 4ldil
of 44
del d4l
did dljd
of 31
th 3h
hei hdei
deli deii
UB ub
Ul ul
ihi eihi
ICI i4i
did dii
dirt d3rt
chi 6hi
ODI ozdi
hei hdei
hiding hidihl
ftp 0tp
TDL rtdl
lull lulhl
sold slld
silk sil4
did d54d
dad dadl
RTL 6rtl
del d4l
all 44l
of 44
a 4
of 41
soldi s4ldi
old 4ld
and 65d
of 14
a 4
all 4l4
shed shpdi
DLA dl4
of 41
a 4
ida i4a
HH hh
hide hidi
side sidcl
sell sflhl
of 14
dull d4ll
dust dlst
TDL 4tdl
silk 3sil4
ho hlo
DNI dni
hill hlsil
DDL ddl
dull d44ll
DHL 3dhl
heh hdh
KIA kia
his hi4
via 4i4a
a 6a
Reuters reuters
est 1st
Reid reid
capivi caprivi
that tliat
lie tlie
and 2nd
has lias
silent sident
harrison harrisons
with 25th
Roseberry roseberry
rd 3rd
Reichstag reichstag
capivi caprivi
Damaraland damaraland
shakos swakop
geer geerz
Damaraland damaraland
th 4th
Orangemen orangemen
every eyery
Johnstone johnstone
Staffordshire staffordshire
Africanders africanders
Africanders africanders
th 6th
cleveland clevelands
SIMD soimd
landslip land-slip
a 3
I 1
vol vtl
col ctl
middle oiddl
FD fd
deli ddli
add 5dd
our rur
Codi cldi
ctr ctbr
sly slj
ill i4ll
API api
DLL dll
wry wrl
medial dldial
all sll
DDL ddl
add wdd
ho hlo
iffy iffl
DLA dla
strait sdriait
veld vfld
hdl wdl
DLA dl3
a 6
Dlo dlo
off vtff
dew dlw
DSDC dsdd
DLL dll
dull dlll
ticul ticfl
vol v5l
till tilll
SDL sdl
mild 4ild
BDD bdd
hdl shdl
TDL tsdl
MLT mlt
yatra yotra
standi dtaldi
DDA ddia
di 4di
DDI ddi
half h4fl
life lirfl
veil vllil
shall shldl
DDL ddl
yis yi3
she sh21
a 8
did idid
ABHC abhi
villi villdi
ho hlo
DTI dti
hotel hltdl
DFI dfi
hdl 4dl
too ooo
or oruj
laid l3idl
hdl dhdl
swim swi
thud th4d
a 8
old cld
cuda uuda
dust dusw
a 8
SDD sdd
hail h35il
DTL dtl
shim shjim
DDL ddl
cliff cillff
DDI ddi
Sy sy
its its5l
Dlo dlo
had hrd
sadly srdli
cult cdlt
she shd
yard ywyd
hold hdoldl
Oudh oudq
MHD 5hd
ovoids ovmids
did di4
DDL ddl
fatal yatfl
film uilm
sold sdld
off hffl
sial siaq
ll 4l
MHD 5hd
FFI hfi
atli atliy
of 48
add 5dd
wild wiaild
shiny syiyy
dirls difls
off hffl
will 5i5l
QBP qbd
hide hid5
to t3
tell tdltl
fluffy hluffl
iris 5iri4
idol hidofl
due dul
deil dsil
Ohl othl
iodi oidi
sicily siyidy
dinful dinffl
DDR hddr
sal sfl
drift dpitft
llb dllb
DLL dlld
hero hro
silk siljb
Hamil himil
hdl 3dl
a 6
cto ctlo
WW ww
the t43
now 31w
for 34r
cradle crjdlh
a 5
lui lu3i
tudel tuddl
a 3
told ttuold
DTL dtsl
HIH 5hih
ise isei
Addi vddi
Addi rddi
eild eiild
ll 6l
DDI ddi
jail jjfl
VLDL 4ldl
his hil
did dij
i 3i
a 5
di wdi
ill ilol
ilium i5iu
ai 5ai
yet yctw
mi 4mi
ill ipll
HLV hlv
led ldd
a 4
ush u3h
idler imdldr
ismal ismdl
owl dwl
radial rtdidl
all aldl
DDI ddi
yaff ytff
DDL ddl
vill ivill
a 6
Dodi dhdi
hwyl hwdl
virile viuili
DCNL dcdl
Woll iwoll
him hijm
del dfl
IDL iidl
dam dlm
ohv 4hv
of 41
a 5
higi hiji
lidia liia
Sia sia
yill yifl
of 04
DDL ddl
ursal urshl
DML dml5
did d5idl
her hlr
BLDS dlds
lo ulo
dry drh
true tr43
CRD crdd
all 8ll
di d4i
cid cidd
of 11
add 4dd
flirt flilrtl
SDIS sdsis
meiji mmiji
lld l4ld
mal mdl
all 14l
DDL ddl
MHD 3hd
and 2nd
with 10th
smithies smythies
Hornby hornby
Pearson pearson
Cowey cowey
Malcolm malcolm
Kerr kerr
poured poueel
Beasley beasley
Wyatt wyatt
Koch koch
following followins
map mhp
tongue tnngue
with 17th
monday alonday
flaring flardinge
Iia iia
Koenig koenig
twain thwain
kavass kavasso
th 8th
with 11th
feb feby
aloft aloffat
th 5th
of 23
country countiy
Kismayu kismayu
pays panys
askaris iskaris
reeved reheved
harding hardinge
Inge inge
doesnt doesnot
bliss aliss
harding hardinge
bliss aliss
