revised   word
of 12
Mahommedan mahomedan
Roddie reddie
Macdonald macdonald
Swahilis swahilis
Zanzibari zanzibari
hogo mhogo
naivete niitete
lump luma
Iasi iasi
Soudanese soudanese
tic tlic
with 36th
with 17th
donald onald
Roddie reddie
Soudanese soudanese
a 3
Roddie reddie
Selim selim
Macdonald macdonalds
sat sft
vill vilfl
stell stemll
vi hvi
TTL ttl
hotel hrthl
ull uhl
locus llcuu
sting stini
phil phrl
syl sywl
sowl slwl
ruth rtth
a 6
SDI sdi
his hmisi
SLS slsl
www mww
is 5s
a 4
ruin iui5
CWI 1wi
six si5
TLI rtli
Juin juii
si 6si
Vict uict
full 5ufl
a 5
vi vvi
ribs rils
jism jjsm
JHS jihs
upset upsll
UMW umwl
USL usl
ull ulkl
all wlfl
MRFL 0rfl
phu 5hu
coul ctul
tail it5il
voulu iuulu
their theiui
usual ututl
chawl chcwl
tells ttllsj
Raul rtul
UW uw
curl cusl
ill ijli
HMI hmi
fatil fttil
RL rl
litui fitui
wull wulkl
nicht uictt
chi 5hi
slafe sljfl
must 3usft
suzuki sumuki
WW ww
slip sliju
rupia rmhia
fortune fortdne
Ansell ansill
of 13
villi virli
mud mul
sim sim3
hut htu
she sph3
hill hr3l
a 3
Sela sfla
jail ijfil
ptui rtui
haak hiak
rid rii
Chihli hihli
scil 6cil
Ri ri
Hamah hamah
Ri 5ri
of 54
MLO mlo
fall faslkl
FFI kfi
mammal mmmwl
PITI 5iqi
w 1w
irish iriohi
Udi udl
till tikl
had ha4
sallal sllal
ioctl ijctl
high hgh
am 4m
Cohl cthl
film iflm
mute mutf
awl aiiwl
ql q5l
haul hauiul
Ruhl tuhl
w 5w
Avi avpi
umm umam
sal sfl
Rik rikl
Hsi hsi
his shis
Mauk maukl
SLR sflr
a 3
awls awjs
masses msaues
ll 5l
yowt yiwt
asitia asitaia
mad mmd
ICI ijcii
i 5i
timid sidmid
salami sauami
sal srl
ihi ijhi
Ali ali
cad icad
VLDL vlld
pistol istfl
rum rlm
maia mmia
