revised   word
sets setos
and 22nd
with 26th
and 22nd
with 25th
with 27th
Kantor kanlor
with 24th
with 26th
Saghalien saghalien
with 27th
Kismayu kismayu
with 26th
Irrawaddy irrawady
needs neers
Gordon gordon
of 80
enemy enemys
cronie cronje
of 70
cronie cronje
february eebruary
of 28
leg 40g
th 9th
woodcock woodcockto
th 7th
item itev
with 20th
Souza souza
with 10th
Goanese goanese
of 65
of 35
Bargash bargash
serry serrn
Estrella estrella
order ordcm
Goanese goanese
Reuter reuter
Safi 28fi
with 27th
cronie cronje
I 1
majesty majestys
Transvaalers transvaulers
of 47
dewitt dewitz
Albrecht albrecht
Krupp krupps
of 30
today tordny
tues tuesn
with 26th
ISOO isoo
therefore tlierefore
of 28
of 23
of 10
a a3
of 36
of 18
I 1
of 57
of 47
of 32
of 14
of 58
of 40
Agnew agnew
of 14
mark marz
a 9
MHR uhr
finder findet
Etr etwr
state statt
and und
kannen konnen
our zur
of 11
micro miirz
damper dampfer
of 12
micro miirz
her hier
damper dampfer
lamper lampfer
and und
our zur
of 20
mark marz
her hier
damper dampfer
guesten kuesten
damper dampfer
of 14
february febrnar
Otte otte
a 0
week weuk
lgth 2gth
am 8am
the 2thr
of 80
of 21
of 22
of 23
of 24
in 2n
of 26
til tsl
local lotal
a 4
of 43
outset oussen
is 7s7
a 8
a 5
enemy enemys
ISF isf
Inniskilling inniskillings
headquarters headqurters
with 28th
with 27th
peters pieters
enemy enemys
th 4th
enemy enemys
of 60
Ladysmith ladysmith
smith ysmith
Colesburg colesberg
and 2nd
est 1st
Ladysmith ladysmith
Ladysmith ladysmith
Colesburg colesberg
with 28th
a 5
Ladysmith ladysmith
loops koops
Kimberley kimberley
rd 3rd
Kimberley kimberley
est 1st
Kimberley kimberley
barley barldy
of 20
Kimberley kimberley
th 5th
with 27th
six sii
and 2nd
Stormberg stormberg
th 4th
Kruger kruger
stern steyn
th 5th
Reuters reuters
Dordrecht dordrecht
brabant brabants
Kruger kruger
stern steyn
leads leyds
brabant brabants
of 6f
Dordrecht dordrecht
brabant brabants
of 15
of 47
I 1
ll 6l
salon galon
BCL 4cl
oil 6il
per 2per
orleans dorleans
city ticity
tourist turist
Willette willette
loyalists koyalists
one onen
if eif
beme bemew
Ladysmith ladysmith
spots spotsir
whitewash whitewas
of 20
are arc
conception couception
biting iiting
keg kmg
of 40
Methuen methuen
only ouly
a 7
book boek
a 5
church churcha
numbers unmbers
of 31
Bechuanaland bechuanaland
Vaal vaal
figures figores
votes votewas
once oncec
leotards leonards
Kruger kruger
Joubert joubert
Kotz kotze
of 81
noria toria
as ns
Ardin andin
of 12
Vaal vaal
Vaal vaal
bluebooks blue-books
of 41
a 2
of 16
Mulhall mulhall
of 10
between betiveen
united nited
of 18
of 20
rate ratei
increase increese
ton tion
of 20
Bechuanaland bechuanalaud
what wbat
colonel colonjx
a 7
has lias
word iord
one onoe
roberts rorberts
dictional ditional
regards regarcis
as ns
found fouad
aparitif apartif
accepted accepled
handling hanlling
term lerm
Othe obthe
indian ndian
strength strenght
would wonld
the tne
seas seds
partially partally
Redvers redvers
bitter biiuer
I 1
nail nal
joy j11
their iheir
chante chanthe
WiFi wifi
commonsense common-sense
EMet emeft
time tiie
are arc
british britisli
army armv
are arc
arts lrtfs
able ablv
I 1
Howarth howorth
government lovcrnment
took ook
Treves treves
wellknown well-known
british britieh
amical imical
dolens colenso
there tiere
women domen
dryness diyness
it 0t
Bluh tluh
Carrington carrington
application apphcation
vy vyh
tread trueand
unconfirmed unconfirmedit
Alrick alricn
Carrington carrington
popular populai
carrying carring
CN cn
campaigning campaignand
Carrington carringten
IP ip
of 23
Gloucestershire gloucestershire
Cheltenham cheltenham
as ns
with 24th
same eame
Transkei transkei
and ami
Quintana quintana
Transkei transkei
peri perie
asst asmst
stronghold strong-hold
mal mnl
ployed lployed
with vwth
Mafeking mafeking
Basutos basutos
basuto basuts
november nvembel
my 1m0
Carrington carrington
the sthe
case clse
of 85
beyond beonad
forces foioes
tea tfa
and 2nd
noncommissioned non-commissioned
rgen rgmn
Bechuanaland bechuanaland
Yser yser
a 7
exhort exhortb
spoil upoil
supremacy suppremacy
MMS mms
I 1
Methuen methuens
statements stataments
Methuen methuen
Methuen methuen
before defore
dolens colenso
scythe saysthe
regular reglnr
undergone underone
Atkins atkins
Hiland himand
of 15
noticed noticein
has lias
saddled saddleand
unanimously unaniously
Laings laings
of 28
Kimberley kimberley
Edmund edmund
of 11
hussars husars
I 1
contemporaries contemporariesof
Ladysmith ladysmith
alexander alexandep
uitlander nitlander
man mpn
Durban durban
as ns
Ladysmith ladysmith
confiscated csnfiscated
want wanu
Durban durban
Tecla teclc
ms 1ms
has lias
dudes dudeks
Durban durban
has lias
Kruger kruger
Conan conan
Doyle doyle
central centrai
Durban durban
Kruger kruger
epigram eikgram
Kimberley kimberley
COI coi
stiled stuiled
promising promissing
Reuters reuters
enemy enemys
Kimberley kimberley
Belmont belmont
grasp graspan
of 74
Glencoe glencoe
Ladysmith ladysmith
of 13
of 14
of 15
of 17
a 7
with 26th
AFI afi
Ica ica
daily datly
I 1
a 3
a 4
of 10
of 15
of 22
Aar aar
Ladysmith ladysmith
Stormberg stormberg
Ladysmith ladysmith
dolens colenso
Belmont belmont
Methuen methuens
Belmont belmont
Kimberley kimberley
Methuen methuens
Stormberg stormberg
Methuen methuen
Dordrecht dordrecht
Lismore ismore
Arundel arundel
Methuen methuens
Ladysmith ladysmith
Methuen methuen
head heav
Stormberg stormberg
dolens colenso
makers magers
Fonteyn fontein
Redvers redvers
volunteers olunteers
plans ilans
of 26
of 28
of 30
a 2
of 10
Ali 2li
of 30
a 3
a 4
a 6
Mafeking mafeking
Dordrecht dordrecht
Bundesrath bundesrath
Kurman kuruman
molten molteno
Colesburg colesberg
molten molteno
molten molteno
Ladysmith ladysmith
est 1st
Colesburg colesberg
of 10
of 13
of 47
of 18
of 20
strong slrong
of 21
of 23
spoon spion
singlehearted single-hearted
us lus
Nyasa nyasa
design idesign
away awav
Mansfield mansfield
open opean
Pemba pemba
kiswa kilwa
wet weti
Robertson robertson
Pemba pemba
kiswa kilwa
Veradi verani
undergrowth undergrouth
Robertson robertson
