revised   word
with 17th
of 18
a 2
ah ahp
main mai1
europe euroie
Loanda loanda
Madura madura
amazons amazone
deal doal
MRP mrp
isn bisn
a 9
a 5
MRP mrp
of 20
deal doal
Madura madura
isn iblsn
a 6
I 1
a 2
of 27
Emin emin
art arat
sales salehs
sailor sailfr
may omay
with 20th
tin tion
made madej
within vithin
with 17th
lesson besson
edinburgh edineurgh
of 40
a 6
Koby koba
Mwanza muanza
Schulze schulke
may mayr
orbit onboit
made mahe
Tamatave tamatave
deposits dtpoaits
of 12
mouth moithi
which wnich
current cnrrent
Townsend townsand
purchase lurchase
interest nterest
description lescriptien
master masfen
in 18in
in 12in
of 81
of 12
seventy skvknty
of 10
a 7
received roceivid
the ths
universities uaiversitiss
mission missioa
a 4
with 24th
patte 0atte
with 24th
zihar zibar
th 4th
I 1
crew crei
dition diton
Unger unger
red revd
McClellan mclellan
Cirencester cirencester
Vershire tershire
Reuters reuters
Merriman merriman
with 20th
Balfour balfours
with 16th
with 17th
I 1
Munro munro
trite triate
notice otice
with 18th
Atkinson atkinson
Kimberley kimberley
Xavier xavier
Merriman merriman
I 1
and 22nd
I 1
Souza souza
I 1
MDE mde
Queenstown queenstown
are arc
the ihe
Bisley bisley
McClellan mclellan
in 0n
flay fiay
of 19
wedding wedcung
mist misa
Marv marv
McClellan mclellan
a 9
McClellan mclellan
which vrhich
quinze quiuze
organs orgamst
red revd
Thackeray thackeray
cause caule
a 8
with 24th
suffering sufering
jumba umba
and axd
mainland mam-land
Agau mgau
lascar gascar
a 2
glio tlio
try tsry
allicient aullicient
arranged arrauged
campbell campbel
iron iren
Lindley bindley
mombasa mombassa
with 17th
Bayly bayly
Pemba pemba
Pemba pemba
d 3d
a 3
of 31
a 3
land l10d
ranch janmch
a 2
and 78d
Salas salas
Pemba pemba
are arc
of 18
with 13th
Pemba pemba
facial fracila
facial fracila
Salas salas
with 25th
and 78d
of 33
facial fracila
of 33
of 42
of 11
of 27
Majunga majunga
Majunga mujunga
piky piuky
est 1st
of 82
a 5
of 40
a 5
was 80s
of 18
was 68s
was 45s
was 54s
d 2d
JD 3jd
a 8
a 6
a 7
Salas salas
a 5
g 2g
of 24
d 8d
d 9d
d 4d
d 5d
d 3d
JD 3jd
has lias
capeline capefine
of 57
of 23
was 85s
was 34s
was 45s
was 15s
of 50
a 6
was 70s
was 40s
was 62s
well well32
a 5
ivory ivoryat
with 26th
of 29
of 13
of 50
wa wca
a 5
a 3
a 5
of 12
a 5
a 8
of 12
a 3
of 12
a 3
serio seriv
of 12
a 3
a 2
feathers feathersat
lie tlie
a 5
of 10
are arc
domina fomina
china fcmina
a 5
of 10
books byoeks
lamina lemina
of 15
of 20
of 20
of 30
a 5
with 28th
leg 12g
of 28
shells shells44
was 41s
was 45s
was 20s
was 22s
with 16th
th 5th
of 21
th 9th
with 11th
th 6th
elephants elephantsat
of 38
of 37
of 59
a 2
a 4
of 41
of 68
a 3
a 6
of 59
of 50
of 36
of 95
of 47
of 57
of 20
defect defec4
time tive
of 41
of 68
of 20
of 90
scrivelloes scrivelioes
of 19
of 65
j 3j
of 84
of 62
of 44
of 67
of 33
of 53
of 37
of 56
of 28
of 38
der mder
was 16s
a 7
was 18s
d 6d
I 1
was 12s
was 14s
th 6th
and 22nd
with 10th
with 12th
th 7th
shellak shellat
th 9th
was 23s
was 14s
was 18s
d 6d
ILS ils
was 12s
is 9s
was 12s
with 17th
ff fj
mauritius maubitius
title tltli
it itj
Suevi sueli
was 19s
d 6d
leavy lieavy
was 13s
was 18s
osiered otiered
is 8s
with 17th
I 1
leanish leauish
i 7i
ll 8l
I 1
was 14s
am 7m
is 8s
d 3d
was 10s
is 7s
is 7s
favor iiavor
a 7
IU 8iu
was 10s
j 5j
IU 7iu
d 3d
liin 4iin
is 4s
flavor tlavor
a 8
him 8jm
was 12s
was 14s
is 8s
was 11s
d 9d
j 0j
j 6j
is 8s
i 3i
as ns
is 5s
d 9d
go gj
is 7s
is 8s
d 6d
a 6
in 7in
is 5s
d 9d
j 4j
is 4s
is 5s
d 6d
slab sltb
I 1
a 6
I 1
a 2
a 6
a 8
a 3
a 6
a 4
a 6
a 8
abovementioned above-mentioned
licencee liceneee
Iona iona
nonnative non-native
sov xov
Terence ference
Mathews mathews
Terence ference
Mathews mathews
shangan shangani
nazi mnazi
soja moja
maria taria
topas topaus
thence thenco
nazi mnazi
soja moja
abovementioned above-mentioned
of 20
supporting supporiiny
of 30
strong srong
assume assuma
clearly elenrly
of 18
signature sig-nature
necessary necessarf
Mathews mathews
a 7
th 7th
hound ihound
aith aiith
decrees decrees1
application applicaton
Lloyd lloyd
