revised   word
a 4
of 25
word 23rd
february febeuaey
kiswa kilwa
s s3
onya onda
kalif kbalif
Pitcairn pictairn
Carinthia oarinthia
RNR rnr
Diarmid diarmid
Peterson peterson
Olsen obsen
false nalse
Wilscam wilscm
and ami
Pemba pemba
Durban durban
a 4
of 14
of 14
g 1g
g 1g
of 17
of 17
of 20
of 20
of 17
of 19
IU iu
Trieste trieste
HHS hhs
Volturno volturno
HMS hms
HMS hms
Cardale cardale
Hoskins hoskins
senior sinior
vastier vantier
Kismayu kismayu
Agnew agnew
Blackwell blackwells
purveyor puveyob
IFR izfr
Blackwell blackwell
Perrins perrins
see suee
and 8tnd
a 4
him 26m
beckets becketts
til 2til
Uskub uskub
strict trict
nl 3nl
man manh
Broderick brodrick
of 44
of 47
go g6
PITI pimi
ban bln
Melessa meless
Ismaili ismaili
jama jamat
Kirk kirk
Kirk kirk
welcome elcome
faikes eaikes
Kirk kirk
Hemans hemani
jama jamat
Vibram visram
camarin camrin
halloo bhalloo
jama jamat
cure clure
Ismaili ismaili
jama jamat
Kirk kirk
Kirk kirk
city citib
Kirk kirk
jama jamat
UNMA unmy
improvement improvemeur
annexed annexe
john johfi
order mrfer
enthusiastic enihusiastic
Delcasse dclcasse
Delcasse delcasse
est 1st
arrangements jrrangements
state sjate
j 1j
disappointment disapppintmrnt
ATH ath
replying replying-
th 5th
Outhe ofthe
fifth iifthe
thala dthala
upon upin
SNU snmu
ill ihl
qui uui
fishers ishers
ATB 7tb
nyanza nyanzn
deal dral
a 8
McKinnon mackinnon
sudden nuddea
CN cn
year yeai
castellany castellani
excellent exellent
disease dosease
europe eueope
yangtze yangtse
with 27th
Lawson lawson
lowlands rowlands
Kirk kirk
Townsend townsend
Sebastien sebastien
Josef josef
Friedrich friedcrieh
with 27th
collock cullock
Ramsey ramsey
damar damarc
Schmerz schmetz
Entebbe entebbe
whoas whohas
durn duern
Kaya kawa
fuchi fachi
Skoda skoza
go goz
gumma guma
zed zeid
Lobel gobel
Ahmed ahmed
Fashoda fashoda
Gobat zobat
gap gapt
megahit megahid
Bahr bahr
zeal zeraf
shame shambe
ivory iviro
lady lado
Bejas bejaf
Elset dlset
Entebbe entebbe
rd 3rd
of 22
of 75
of 49
of 10
I 1
Mahommedan mahommedan
myomas mbogas
shama shamha
and 2nd
march mabch
am 8am
am 8am
am 8am
felt fel
of 24
sg s2g
go 6g4
of 25
so slo
of 20
of 27
of 28
sg sg4
I 1
a 2
with 23th
rd 3rd
a 4
with 11th
I 1
of 51
a 2
a 3
a 5
Lia lia
I 1
Stroh stroh
fidel fiedel
Hume hume
Kuhn kuhn
merely moreljy
happy kappcy
a 3
a 4
a 5
a 7
a 9
of 17
of 52
of 26
a 9
a 2
a 7
of 31
a 6
a 6
a 7
a 9
of 10
of 11
of 35
of 10
of 45
of 33
of 32
of 46
of 16
a 6
a 8
a 9
of 10
of 12
Agnew agnew
bar bnr
of 90
Dekow lekow
aussi niussi
a 8
a 6
pari apri
est 1st
Shango shangf
microform microforf
patte 5aktte
Uno uno
of 11
BTh bth
Balfour balfour
bottles bosvles
soul suul
Gambon gambon
Broderick brodrick
hothouse hobbouse
Somaliland somaliland
cfi 6fi
Somaliland somaliland
Somaliland somaliland
obia obbia
the ihe
mudbug mudug
algarde lagarde
Menelik menelik
Broderick brodrick
Balfour balfour
with 15th
worthily wortwill
element ernment
with ith
margaret margarets
queensberry queensferry
batteries battoreies
of 9f
Plunkett plunkett
and 2nd
precatory prepatory
demot damot
demot damot
queensberry queensferry
and ami
disagreeable disagreable
of 82
Langland lingland
cordial cordialc
Perigueux perigneux
Swann swann
bootle bokotle
rd 3rd
pioneers pioimers
of 50
demot damot
th 4th
mollahs mnllahs
Gaston gaston
with 10th
demot damot
Somalis somalis
unsatisfactory unsalisfatory
troops troons
rd 3rd
th 5th
holographic holiographic
obia obbia
casualties casulties
Balfour balfour
cruisers criusers
cruisers criusers
pepo pedo
diarch jiarch
of 10
I 1
of 41
a 2
of 15
of 12
a 3
of 11
of 13
a 3
of 59
of 14
a 4
of 40
of 15
a 5
of 21
of 16
of 59
Agnew agnew
RNR rnr
I 1
a 2
a 0
a 2
of 44
a 3
of 36
a 4
of 20
a 5
I 1
a 5
of 40
