revised   word
of 27
with 25th
february febhuaky
am 8am
am 8am
am 8am
lui luj
of 19
of 00
of 20
go 8g0
of 21
too ioo
of 22
of 23
of 24
of 25
must 31st
with 26th
of 18
essay essaji
pursuant parsuant
HBM hbm
essay essaji
mandi mandvi
with 25th
Piggott piggot
HBM hbm
with 25th
Yila yioa
hill hic3l
air aiv
start stlrt
met mrt
Ij ij
Reuter reuter
a 0
Reichstag reichstag
cfh 7fh
bimane limane
kiowa kilwa
Lindi lindi
Ibo ibo
with 10th
with 12th
with 11th
with 14th
with 25th
Warda wardha
there thern
I 1
I 1
a 2
Stacey stacey
a 5
a 3
Stacey stacey
a 0
a 4
a 5
McGregor mcgregor
Stacey stacey
a 2
a 6
of 37
a 7
Stacey stacey
a 5
a 8
Stacey stacey
a 4
a 9
MacIntyre macintyre
a 0
of 10
Sherman sherman
Stacey stacey
a 0
of 11
of 15
of 80
I 1
McGregor mcgregor
of 16
a 2
McGregor mcgregor
a 6
a 3
a 3
a 4
Stacey stacey
a 3
a 5
Stacey stacey
of 17
a 6
a 3
a 7
a 8
Langford langford
a 9
of 10
of 11
a 4
of 52
of 26
a 8
of 57
a 9
of 26
of 27
of 10
I 1
of 10
of 41
of 28
of 11
of 24
a 0
of 12
I 1
a 0
of 56
I 1
of 35
a 2
a 2
a 0
a 2
of 11
a 3
a 2
of 41
a 3
a 6
a 4
a 3
of 28
a 3
of 50
Agnew agnew
RNR rnr
with 27th
accompanied accompained
cheepers scheepers
mango mando
stern steyn
Botha botha
of 31
of 78
Balfour balfour
th 6th
Ninus niinus
I 1
a 2
a 3
also valso
a 4
a 5
JV jv
Morten morten
jerker kerker
Souza souza
her hwr
ywis yyis
allies hlliss
into iato
mills mplll
Isai ixai
till tihdl
si 3si
IHD ihdm
hail hhil
hill hihhll
HH hh
had hlasd
her hvr
disuse jisusi
cigar ciaai
shi slhi
his hisi
hill hldll
ii iih
tlo ctlo
Piggott pigott
to 12o
I 1
est 1st
stern steyn
Hertzog hertzogs
are arc
manoeuvering manoouvering
Colesburg colesberg
cheepers scheepers
with 27th
VLT vltx
EFI 5fi
Botha botha
Middleburg middleburg
Lucas lucas
Meyer meyer
with 25th
Krupp krupp
Aldershot aldershot
in i3
for ior
a 6
Safi 28fi
Broderick brodrick
Dillon dillon
I 1
th 5th
of 19
th 5th
fauces faures
government governmeut
ambassador bassador
Lubet loubet
Lubet loubet
th 5th
must 91st
has lias
of 50
Kananga kasanga
for f00
spoon spion
Frederic frederic
Jacque jacque
a 0
a 3
a 2
Timex timex
both 2oth
as ns
royal boyal
soon ston
wellknown well-known
Ji ji
royal boyal
of 64
vividly vididly
much mucli
Queena queena
statesmanship statemanship
Nordau nordau
nee neue
free freie
pressed prcsse
norman nordan
says sayswe
coldblooded cold-blooded
mention vention
lie tlie
uitlanders uitlandcrs
as ns
soul soutli
instill isstill
realm bealm
ton tion
Fitzroy fitroy
INH inh
ff ffl
reasoner reasonfor
runza runla
soul soiuh
ends enpys
Spitzbergen spitzbergen
pole polei
Josef josef
Spitzbergen spitzbergen
Spitzbergen spitzbergen
Behring behring
Wilfrid wilfrid
lauric lauricr
of 12
of 14
menald menall
fernier bernier
fernier bernier
bonier benier
I 1
Behring behring
has lias
Gogra geogra
pical phical
Josef josef
sleighs bysleighs
Piggott piggott
Ennis ennis
with 24th
lately latly
Alexandra alexandra
mule mula
I 1
gauri ghuri
fondants fendants
Chari ghari
pro proi
his hig
a 0
a 0
Macleod macleod
avilion avilson
th 5th
I 1
I 1
of 31
trespasser tresspasser
