revised   word
of 12
mahometan mahomedan
Roddie reddie
Macdonald macdonald
Swahilis swahilis
Zanzibari zanzibari
mogo mhogo
naivete niitete
lump luma
Iasi iasi
Soudanese soudanese
tic tlic
with 36th
with 17th
donald onald
Roddie reddie
Soudanese soudanese
a 3
Roddie reddie
Selim selim
Macdonald macdonalds
sat sft
vill vilfl
stell stemll
vi hvi
TTL ttl
hotel hrthl
Ahl uhl
locus llcuu
sting stini
phil phrl
sowl sywl
sowl slwl
ruth rtth
a 6
SDI sdi
his hmisi
SLS slsl
www mww
is 5s
a 4
ruin iui5
CWI 1wi
six si5
TLI rtli
Juni juii
si 6si
UIC uict
full 5ufl
a 5
vii vvi
ribs rils
jism jjsm
JIS jihs
upset upsll
UMW umwl
USL usl
ull ulkl
all wlfl
MRFL 0rfl
Shu 5hu
cyul ctul
tail it5il
voulu iuulu
their theiui
usual ututl
chawl chcwl
tells ttllsj
RTU rtul
UW uw
curl cusl
ill ijli
HMI hmi
fatil fttil
RL rl
fotui fitui
wulk wulkl
nicht uictt
chi 5hi
slafe sljfl
must 3usft
suzuki sumuki
WW ww
slip sliju
rupia rmhia
fortune fortdne
Ansell ansill
of 13
villi virli
mud mul
sims sim3
hut htu
she sph3
hill hr3l
a 3
sla sfla
jail ijfil
RTU rtui
Biak hiak
rid rii
Chihli hihli
scil 6cil
Ri ri
Hamah hamah
Ri 5ri
of 54
MLO mlo
fall faslkl
koi kfi
mammal mmmwl
PITI 5iqi
w 1w
irish iriohi
UDC udl
till tikl
had ha4
sallal sllal
ioctl ijctl
high hgh
am 4m
ctrl cthl
film iflm
mute mutf
awl aiiwl
QWL q5l
haul hauiul
Tull tuhl
w 5w
Avi avpi
uma umam
sal sfl
Riki rikl
Hsi hsi
his shis
Mauk maukl
Solr sflr
a 3
awls awjs
masses msaues
ll 5l
yowt yiwt
asitia asitaia
mud mmd
ICI ijcii
i 5i
timid sidmid
Saami sauami
sal srl
ihi ijhi
Ali ali
MCAD icad
vild vlld
pistol istfl
rum rlm
mima mmia
soil isril
mima mmia
ami mmi
dull dmuldl
iodi i4di
all alld
Riki mriki
sold sflmd
mull muldl
tall tamldl
IAF iatf
him ahiml
chlamyd chlamld
small umlal
Ali ali
laa 5laa
piled pi34d
ilii 3mlii
DML dml
htm htf
MHR mhr
DDD ddd
aims alilms
summed sumldd
lld 5lld
in 5i4
RIIA 5iia
stated tatfd
MLF mltf
did 3id
field flmld
did adid
Maddi mlddi
MMFS mmls
simial slmial
Alica dlica
a 5
ala adla
nips nijs
mild iild
s s1
seau srau
did idd
saw 4siw
ll 5l
mm mhm
hull hulmdl
j j5
jamais 41mais
TDL t4dl
Sid sid
my m3
MLL mll
in ivn
burial buiiml
Argia ar4ia
ll 5l
Rodi rtdi
i 5i
leal llal
Jal jdl
qui 4uhi
ill il53l
taxi tahi
allude allldi
lull hlulld
soil shil
Lili lirli
sols sdls
LSB 3lsb
MLL mll
slide slmde
STN 5tn
inch inc5
awdl a4dl
